Driver,LapNumber,Mean_Apex_Speed_Ratio,Std_Apex_Speed_Ratio,Mean_Brake_Fraction,Std_Brake_Fraction,Mean_Brake_Point_Norm,Std_Brake_Point_Norm,Mean_Throttle_On_Dist_Norm,Std_Throttle_On_Dist_Norm,Mean_Throttle_Integral_Norm,Std_Throttle_Integral_Norm,Mean_Speed_CV,Std_Speed_CV,LapTime_Sec,Z_Mean_Apex_Speed_Ratio,Z_Mean_Throttle_On_Dist_Norm,Z_Mean_Throttle_Integral_Norm,P_0,P_1,P_2,Style_Cluster_ID,Style_Entropy
ALB,51.0,0.9015753640116979,0.2082800746303055,0.2026927390106521,0.21667075164615596,0.03264433637677983,0.2783055865704728,0.24554650756372448,0.2334805525203347,0.5693434215552965,0.26281663999048754,0.08487061348046641,0.06649776406012763,91.93,1.5551278500795762,-0.17486053936128484,-0.4912714751274097,0.058622919439075244,0.7743104749659473,0.16706660559497735,1,0.663289216376297
ALB,52.0,0.8728789908492619,0.21469891623422283,0.20316446469427443,0.21457487059251,0.040591506560043955,0.07972803146554347,0.17679690067201262,0.1569331165009195,0.6384081206586812,0.24399378523629187,0.08626482228092654,0.0703034472635492,91.809,0.5567583890664589,-0.847747325550702,0.3484174815006327,0.6522512451594165,0.3156504482819411,0.03209830655864251,0,0.7530908887491004
ALO,2.0,0.8584664069132077,0.22138121446194994,0.2250964077097442,0.21631519419535464,0.15599250705832998,0.16020596639823728,0.32546632367076883,0.34196085752144834,0.5246101484811612,0.3193973424537635,0.0944832983547479,0.07100915157677433,94.419,0.05533322378180082,0.6073546709427233,-1.035138832573656,0.13459936305937867,0.10188089471683291,0.7635197422237885,2,0.7086336671792051
ALO,3.0,0.8642321621343472,0.21182657736046387,0.21852862134260426,0.2244550219964876,0.09797197641262258,0.1001339221375886,0.3087492275202078,0.33105451149626614,0.5754520874885911,0.31955717230164965,0.08716216478595824,0.06588302231611562,93.424,0.2559283965542852,0.4437360902446773,-0.4170022842019685,0.311866208562588,0.32324171636317717,0.36489207507423493,2,1.0963024723861494
ALO,4.0,0.8449973586460341,0.20950533604312385,0.22738579889797814,0.2191937210874394,0.1139609710352777,0.291837263639908,0.3483240264942999,0.29687319246463284,0.5490362577863169,0.30090609237324184,0.08591950495933945,0.05622536357590298,93.156,-0.4132655912231653,0.8310744402328194,-0.7381660736505148,0.16592046749394362,0.1361828043140023,0.6978967281920543,2,0.8205719195469376
ALO,5.0,0.8855434101146576,0.202683305948706,0.2246388672807401,0.21621672416700502,0.06498206044384833,0.0911514646610207,0.277701367908414,0.24742300806942713,0.547592415974843,0.27996005504852123,0.08314652864535896,0.06163908489791468,94.157,0.997363526324298,0.13985516034864415,-0.7557203096053787,0.12424015122263976,0.4452709053768181,0.430488943400542,1,0.9821946314421401
ALO,6.0,0.8694774811543234,0.20582644579295073,0.2125698421022321,0.2024671832507747,0.054144240102107576,0.07206928232268096,0.2988601431249603,0.2374191775926967,0.5609405299974629,0.2955931516504078,0.0862526259553785,0.07224073895217124,94.636,0.43841718331395024,0.34694667546947505,-0.5934338726540221,0.31391130822663715,0.2916907319581824,0.39439795981518044,2,1.090038350494301
ALO,7.0,0.8182747251960053,0.22899686480817308,0.22380693421348744,0.22768521778855988,0.08902728821484346,0.10780903452024636,0.18497446115087413,0.21539902832888763,0.6118689621438448,0.2512332434378058,0.08724387881726,0.07059084875563733,94.645,-1.342967090549904,-0.7677094513246302,0.025754259733014543,0.709378674969992,0.017494374242676306,0.27312695078733196,0,0.6688256710373875
ALO,8.0,0.8723560898169986,0.2100814297857637,0.2290249519193052,0.21307987111055665,0.06574026936255234,0.08518988174483437,0.18486338017543136,0.12748470657034117,0.6572222325508787,0.2548301134538658,0.08881307722336113,0.06546318342652781,94.019,0.5385662496351509,-0.7687966563858926,0.5771595478490884,0.6853601617890518,0.2910044095178622,0.023635428693085964,0,0.7066720977114267
ALO,9.0,0.8464007358883162,0.18413330400378847,0.21069350258785455,0.2240985920494471,0.1162525835197466,0.11641387604421045,0.31500326273311396,0.29993873943871446,0.5684696656748242,0.2963548214925582,0.08598511459422156,0.06579096271266,93.657,-0.3644409898338397,0.5049474606857673,-0.501894603485982,0.3922608021762757,0.1974129844520228,0.41032621337170166,2,1.0529026686952596
ALO,10.0,0.855150646808046,0.20810319502722796,0.20338285315413077,0.2115399061122508,0.09740806533671827,0.1319499694375366,0.22744043209524012,0.16343850444842786,0.6139394799676904,0.2337831262467028,0.0831764356877049,0.06406832686962871,93.711,-0.060024686094157176,-0.35207375531001855,0.05092762577609441,0.7786916798519071,0.15794853731160519,0.06335978283648781,0,0.6610787814206485
ALO,11.0,0.8432998143823439,0.17240566789188508,0.20791605325066748,0.2045433166950497,0.07538173744672164,0.1148688099519165,0.3350584355979915,0.2982830392378525,0.5356780392450591,0.2608311701481267,0.08379270918303851,0.061728768587726,93.737,-0.47232449535690296,0.7012374676493928,-0.9005753613899362,0.20093733661895574,0.09050299644087881,0.7085596669401655,2,0.7839922216682512
ALO,12.0,0.8240264903126848,0.21759637802072074,0.21858128888116607,0.22185611247167147,0.12206480457332118,0.13676120527382538,0.2834091056160572,0.2912039550623984,0.6820410003877786,0.2256618415544103,0.08767842515932539,0.07311798471991304,93.951,-1.1428586445484332,0.19571964388754864,0.8789062511622244,0.008275131940268713,0.8345894491566395,0.15713541890309174,1,0.4813839485724748
ALO,13.0,0.8644617582511112,0.19847775125070755,0.22773423941127163,0.2193634732613722,0.09711905854246104,0.10057982114944018,0.2803521021565404,0.32103676518035384,0.5920160999508571,0.3269464803223448,0.08450014595094425,0.06745081153210235,93.565,0.2639162265858663,0.16579922213903991,-0.21561693796026737,0.46640093384564607,0.3468064628317444,0.18679260332260947,0,1.0363849863512733
ALO,14.0,0.8573455609178263,0.18958598130745172,0.25296985182266835,0.2191648831240746,0.08345701425087741,0.09880655964787023,0.25306726524203393,0.22007716889160203,0.599416829014371,0.28999498904029664,0.0888553845620251,0.06650776342446506,93.88,0.016338107362263977,-0.10125112262908365,-0.12563883704468365,0.6743415417880456,0.21775192377352096,0.10790653443843343,0,0.8378966628115673
ALO,15.0,0.8732068881985786,0.199762042322311,0.2071125428748412,0.2128363818394969,0.11394386996061436,0.11839580062268246,0.5011562520334348,0.418831205145461,0.4681889326229497,0.38017882544110204,0.09129397147242967,0.06807877883996609,93.736,0.5681661965288136,2.3269198671192157,-1.7211082567616678,5.518377553903997e-06,6.209833980448357e-05,0.9999323832826421,2,0.0007359614408114146
ALO,16.0,0.8592701275696648,0.20085642854217567,0.23204289878545106,0.2112190333026045,0.08568515640907567,0.11162305317641537,0.26937631241812177,0.31158967331772963,0.6763311530545193,0.2832256961037498,0.08341541771415449,0.0604567566854584,93.437,0.08329529947861794,0.05837367867945042,0.8094858987678282,0.014978093160631553,0.8976198666419065,0.08740204019746203,1,0.3728955960396324
