Time,Driver,LapTime,LapNumber,Stint,Compound,TyreLife,Team,Location,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed,LapTime_Sec,FuelLoad,Track_Evolution_Physics,Traction_1_5,Asphalt_Grip_1_5,Asphalt_Abrasion_1_5,Track_Evolution_1_5,Tyre_Stress_1_5,Braking_1_5,Lateral_1_5,Downforce_1_5,Min_Pressure_Front_PSI,Min_Pressure_Rear_PSI,Compound_Hard,Compound_Medium,Compound_Soft,Circuit_Length_KM,Total_Laps,Cumulative_Field_Dist_KM,Compound_Hard_Int,Compound_Medium_Int,Compound_Soft_Int,Wear_Severity_Index,Track_Flow_Type,Compound_Int,E_lap,Gap_To_Car_Ahead,Grip_Aero_Balance,Total_Min_Pressure,Pressure_Delta,LatOffset_Mean,LatOffset_Std,Lap_Gap,Prev_LapTime,Lag_2,Rolling_Avg_3
0 days 01:29:03.917000,DEV,0 days 00:01:33.637000,17.0,1.0,SOFT,17.0,AlphaTauri,Silverstone,20.1,63.0,1001.4,False,27.9,222,2.2,93.637,74.36538461538461,3840.932,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,1920.466,1,2,3,15,0.8333333333333334,3,30.377664379722795,1.6495952192558692,0.6,49.5,3.5,0.3580038331132527,0.45769445117982943,1.0,94.148,94.17,94.399
0 days 01:30:37.370000,DEV,0 days 00:01:33.453000,18.0,1.0,SOFT,18.0,AlphaTauri,Silverstone,20.1,64.0,1001.5,False,28.3,229,2.4,93.453,72.26923076923077,4064.79,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,2032.395,1,2,3,15,0.8333333333333334,3,30.256848887808953,1.727529697502715,0.6,49.5,3.5,0.32931124769774683,0.36167262696329544,1.0,93.637,94.148,93.985
0 days 01:32:11.205000,DEV,0 days 00:01:33.835000,19.0,1.0,SOFT,19.0,AlphaTauri,Silverstone,20.1,64.0,1001.4,False,28.9,239,3.4,93.835,70.17307692307692,4288.648,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,2144.324,1,2,3,15,0.8333333333333334,3,30.383375680600068,1.6034968449867755,0.6,49.5,3.5,0.3418035246398307,0.377586837657391,1.0,93.453,93.637,93.746
0 days 01:33:44.685000,DEV,0 days 00:01:33.480000,20.0,1.0,SOFT,20.0,AlphaTauri,Silverstone,20.3,64.0,1001.2,False,29.3,217,2.7,93.48,68.07692307692307,4512.506,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,2256.253,1,2,3,15,0.8333333333333334,3,30.364379840968525,1.104402982377743,0.6,49.5,3.5,0.27923093530057574,0.3610378644703441,1.0,93.835,93.453,93.64166666666667
0 days 01:35:18.337000,DEV,0 days 00:01:33.652000,21.0,1.0,SOFT,21.0,AlphaTauri,Silverstone,20.2,64.0,1001.4,False,29.6,206,2.2,93.652,65.98076923076923,4736.364,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,2368.182,1,2,3,15,0.8333333333333334,3,30.348900756053286,1.4250329237791557,0.6,49.5,3.5,0.3426108882072767,0.43749807325137013,1.0,93.48,93.835,93.58933333333334
0 days 01:36:51.984000,DEV,0 days 00:01:33.647000,22.0,1.0,SOFT,22.0,AlphaTauri,Silverstone,20.0,64.0,1001.2,False,29.6,222,1.7,93.647,63.88461538461538,4960.222,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,2480.111,1,2,3,15,0.8333333333333334,3,30.259098755478696,1.6677355625777963,0.6,49.5,3.5,0.48296311190064156,0.7035422453333038,1.0,93.652,93.48,93.65566666666666
0 days 01:38:25.606000,DEV,0 days 00:01:33.622000,23.0,1.0,SOFT,23.0,AlphaTauri,Silverstone,20.2,63.0,1001.4,False,29.6,214,0.8,93.622,61.78846153846153,5184.08,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,2592.04,1,2,3,15,0.8333333333333334,3,30.060522266356934,1.8251280904237792,0.6,49.5,3.5,0.543784538649779,0.8228534769948228,1.0,93.647,93.652,93.593
0 days 01:39:59.269000,DEV,0 days 00:01:33.663000,24.0,1.0,SOFT,24.0,AlphaTauri,Silverstone,20.4,63.0,1001.4,False,29.7,202,1.3,93.663,59.69230769230769,5407.938,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,2703.969,1,2,3,15,0.8333333333333334,3,30.65639195627291,1.8937525926623753,0.6,49.5,3.5,0.26364744923236905,0.2864049910654081,1.0,93.622,93.647,93.64033333333333
0 days 01:41:32.822000,DEV,0 days 00:01:33.553000,25.0,1.0,SOFT,25.0,AlphaTauri,Silverstone,20.5,62.0,1001.4,False,31.4,240,1.1,93.553,57.59615384615385,5631.796,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,2815.898,1,2,3,15,0.8333333333333334,3,30.08946695532276,1.9471420729353364,0.6,49.5,3.5,0.3165973005387337,0.37254671217415175,1.0,93.663,93.622,93.644
0 days 01:43:06.576000,DEV,0 days 00:01:33.754000,26.0,1.0,SOFT,26.0,AlphaTauri,Silverstone,20.5,63.0,1001.4,False,31.7,220,2.0,93.754,55.5,5855.654,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,2927.827,1,2,3,15,0.8333333333333334,3,30.505030134367313,1.850361350860337,0.6,49.5,3.5,0.27508783366396894,0.3001004884630642,1.0,93.553,93.663,93.61266666666666
0 days 02:12:32.096000,DEV,0 days 00:01:32.369000,42.0,3.0,SOFT,10.0,AlphaTauri,Silverstone,21.3,62.0,1001.0,False,29.9,200,1.7,92.369,25.73461538461538,9366.69,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,4683.345,1,2,3,15,0.8333333333333334,3,33.756171678576294,1.1064232173140574,0.6,49.5,3.5,0.7798852514116993,1.416938093782873,1.0,92.65,93.18,93.159
0 days 02:14:04.612000,DEV,0 days 00:01:32.516000,43.0,3.0,SOFT,11.0,AlphaTauri,Silverstone,21.4,61.0,1001.0,False,30.7,177,1.7,92.516,23.63846153846154,9578.766,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,4789.383,1,2,3,15,0.8333333333333334,3,33.68422571602768,1.2497895477399554,0.6,49.5,3.5,0.36652782426956404,0.45014681273983936,1.0,92.369,92.65,92.733
0 days 02:15:38.629000,DEV,0 days 00:01:34.017000,44.0,3.0,SOFT,12.0,AlphaTauri,Silverstone,21.4,58.0,1001.0,False,30.9,215,2.2,94.017,21.542307692307688,9802.624,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,4901.312,1,2,3,15,0.8333333333333334,3,32.96603642064052,1.5952608679805227,0.6,49.5,3.5,0.3084954909025075,0.3744186996021034,1.0,92.516,92.369,92.51166666666667
0 days 02:17:11.458000,DEV,0 days 00:01:32.829000,45.0,3.0,SOFT,13.0,AlphaTauri,Silverstone,21.4,57.0,1001.0,False,30.4,212,2.0,92.829,19.446153846153848,10014.7,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,5007.35,1,2,3,15,0.8333333333333334,3,33.27827428577997,2.438712610294755,0.6,49.5,3.5,0.28726516825456677,0.341647474699841,1.0,94.017,92.516,92.96733333333333
0 days 02:18:44.174000,DEV,0 days 00:01:32.716000,46.0,3.0,SOFT,14.0,AlphaTauri,Silverstone,21.4,58.0,1001.0,False,30.1,199,2.7,92.716,17.349999999999994,10214.994,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,5107.497,1,2,3,15,0.8333333333333334,3,31.15168613429958,1.4373258536404323,0.6,49.5,3.5,0.889113952288965,1.4014022594968563,1.0,92.829,94.017,93.12066666666668
0 days 02:20:16.630000,DEV,0 days 00:01:32.456000,47.0,3.0,SOFT,15.0,AlphaTauri,Silverstone,21.5,58.0,1001.0,False,30.0,229,2.4,92.456,15.253846153846155,10427.07,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,5213.535,1,2,3,15,0.8333333333333334,3,30.99872304321873,1.055071382608769,0.6,49.5,3.5,0.39160943226654055,0.4774059978043813,1.0,92.716,92.829,93.18733333333334
0 days 02:21:48.983000,DEV,0 days 00:01:32.353000,48.0,3.0,SOFT,16.0,AlphaTauri,Silverstone,21.5,57.0,1001.0,False,29.9,184,3.2,92.353,13.157692307692301,10627.364,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,5313.682,1,2,3,15,0.8333333333333334,3,30.234696307778357,1.1982930991389404,0.6,49.5,3.5,0.3135129550922626,0.3528138503422727,1.0,92.456,92.716,92.66699999999999
0 days 02:23:21.523000,DEV,0 days 00:01:32.540000,49.0,3.0,SOFT,17.0,AlphaTauri,Silverstone,21.6,54.0,1000.9,False,29.6,200,4.3,92.54,11.061538461538461,10827.658,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,5413.829,1,2,3,15,0.8333333333333334,3,30.601874858093616,1.5106336390116493,0.6,49.5,3.5,0.3042356072776279,0.34735522680880176,1.0,92.353,92.456,92.50833333333333
0 days 02:24:54.155000,DEV,0 days 00:01:32.632000,50.0,3.0,SOFT,18.0,AlphaTauri,Silverstone,21.6,54.0,1001.0,False,29.7,182,4.0,92.632,8.965384615384608,11027.952,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,5513.976,1,2,3,15,0.8333333333333334,3,30.318450380915607,1.6011627680068246,0.6,49.5,3.5,0.33043375079802784,0.37290713499046835,1.0,92.54,92.353,92.44966666666666
0 days 02:26:26.600000,DEV,0 days 00:01:32.445000,51.0,3.0,SOFT,19.0,AlphaTauri,Silverstone,21.8,53.0,1001.0,False,30.2,188,3.5,92.445,6.869230769230768,11228.246,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,5614.123,1,2,3,15,0.8333333333333334,3,30.200278545333035,1.5075291236350026,0.6,49.5,3.5,0.30841565610217214,0.3458836314020524,1.0,92.632,92.54,92.50833333333333
0 days 02:27:59.020000,DEV,0 days 00:01:32.420000,52.0,3.0,SOFT,20.0,AlphaTauri,Silverstone,21.8,52.0,1001.0,False,29.8,193,4.8,92.42,4.773076923076914,11428.54,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,5714.27,1,2,3,15,0.8333333333333334,3,30.68541439841097,1.6221961749036407,0.6,49.5,3.5,0.2797929582697314,0.317385586461327,1.0,92.445,92.632,92.539
0 days 01:08:31.628000,GAS,0 days 00:01:33.349000,4.0,1.0,MEDIUM,4.0,Alpine,Silverstone,21.4,55.0,1001.2,False,29.3,201,3.0,93.349,101.61538461538461,801.176,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,400.588,1,2,3,15,0.8333333333333334,2,30.782362823779692,0.5490121673585276,0.6,49.5,3.5,0.2829502262219316,0.3051569894174596,1.0,93.605,94.706,96.44166666666666
0 days 01:10:05.491000,GAS,0 days 00:01:33.863000,5.0,1.0,MEDIUM,5.0,Alpine,Silverstone,21.4,55.0,1001.2,False,29.3,221,3.4,93.863,99.51923076923077,1036.816,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,518.408,1,2,3,15,0.8333333333333334,2,29.75904028025569,0.5951947264557539,0.6,49.5,3.5,0.5965706077525038,1.0070668380418328,1.0,93.349,93.605,93.88666666666666
0 days 01:11:39.634000,GAS,0 days 00:01:34.143000,6.0,1.0,MEDIUM,6.0,Alpine,Silverstone,21.4,55.0,1001.2,False,29.5,183,3.4,94.143,97.42307692307692,1272.456,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,636.228,1,2,3,15,0.8333333333333334,2,30.75684773737887,0.31995035580706227,0.6,49.5,3.5,0.33363680461843775,0.41197127254347515,1.0,93.863,93.349,93.60566666666666
0 days 01:13:14.033000,GAS,0 days 00:01:34.399000,7.0,1.0,MEDIUM,7.0,Alpine,Silverstone,21.4,55.0,1001.2,False,29.2,190,4.0,94.399,95.32692307692308,1508.096,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,754.048,1,2,3,15,0.8333333333333334,2,31.35332523242915,0.3971562991204154,0.6,49.5,3.5,0.3040186997268118,0.33420022947770384,1.0,94.143,93.863,93.78500000000001
0 days 01:14:47.938000,GAS,0 days 00:01:33.905000,8.0,1.0,MEDIUM,8.0,Alpine,Silverstone,21.5,55.0,1001.4,False,29.1,201,3.5,93.905,93.23076923076923,1743.736,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,871.868,1,2,3,15,0.8333333333333334,2,30.912368966677953,0.41228903126267535,0.6,49.5,3.5,0.574011961513611,0.8473340824937741,1.0,94.399,94.143,94.13499999999999
0 days 01:16:21.530000,GAS,0 days 00:01:33.592000,9.0,1.0,MEDIUM,9.0,Alpine,Silverstone,21.3,55.0,1001.2,False,29.1,201,3.5,93.592,91.13461538461539,1979.376,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,989.688,1,2,3,15,0.8333333333333334,2,30.749073206656174,0.34522597906780644,0.6,49.5,3.5,0.3063271574228897,0.3544883047209627,1.0,93.905,94.399,94.149
0 days 01:17:55.385000,GAS,0 days 00:01:33.855000,10.0,1.0,MEDIUM,10.0,Alpine,Silverstone,21.3,55.0,1001.2,False,29.2,202,3.7,93.855,89.03846153846153,2215.016,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,1107.508,1,2,3,15,0.8333333333333334,2,30.181319558159526,0.38264778718389414,0.6,49.5,3.5,0.49413414556659346,0.5998875420666533,1.0,93.592,93.905,93.96533333333333
0 days 01:19:29.221000,GAS,0 days 00:01:33.836000,11.0,1.0,MEDIUM,11.0,Alpine,Silverstone,21.3,55.0,1001.2,False,29.1,175,3.0,93.836,86.9423076923077,2438.874,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,1219.437,1,2,3,15,0.8333333333333334,2,29.97329354432646,0.4706641655241273,0.6,49.5,3.5,0.36815146406881105,0.43536738289259186,1.0,93.855,93.592,93.78399999999999
0 days 01:21:02.926000,GAS,0 days 00:01:33.705000,12.0,1.0,MEDIUM,12.0,Alpine,Silverstone,21.3,55.0,1001.2,False,29.1,187,4.5,93.705,84.84615384615384,2662.732,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,1331.366,1,2,3,15,0.8333333333333334,2,30.42935761545487,0.4098702671963622,0.6,49.5,3.5,0.31222017732013185,0.32278338686872027,1.0,93.836,93.855,93.76100000000001
0 days 01:22:36.609000,GAS,0 days 00:01:33.683000,13.0,1.0,MEDIUM,13.0,Alpine,Silverstone,21.4,57.0,1001.5,False,28.8,205,4.5,93.683,82.75,2886.59,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,1443.295,1,2,3,15,0.8333333333333334,2,30.525977010437806,0.3645796846946889,0.6,49.5,3.5,0.3854253878121833,0.46674297806411064,1.0,93.705,93.836,93.79866666666668
0 days 01:24:10.452000,GAS,0 days 00:01:33.843000,14.0,1.0,MEDIUM,14.0,Alpine,Silverstone,21.4,58.0,1001.5,False,28.7,191,3.7,93.843,80.65384615384616,3110.448,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,1555.224,1,2,3,15,0.8333333333333334,2,30.851409587428257,0.38523051809413905,0.6,49.5,3.5,0.3318617396143904,0.37367236714321367,1.0,93.683,93.705,93.74133333333333
0 days 01:25:44.221000,GAS,0 days 00:01:33.769000,15.0,1.0,MEDIUM,15.0,Alpine,Silverstone,20.9,61.0,1001.5,False,27.7,255,2.5,93.769,78.5576923076923,3334.306,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,1667.153,1,2,3,15,0.8333333333333334,2,31.664927862492327,0.42791187296734945,0.6,49.5,3.5,0.5489623852887802,0.8095305881802966,1.0,93.843,93.683,93.74366666666667
0 days 01:27:17.756000,GAS,0 days 00:01:33.535000,16.0,1.0,MEDIUM,16.0,Alpine,Silverstone,20.5,63.0,1001.5,False,27.8,241,1.8,93.535,76.46153846153845,3558.164,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,1779.082,1,2,3,15,0.8333333333333334,2,30.036477112223693,0.6668412626534848,0.6,49.5,3.5,0.40555496740112845,0.47195998893276686,1.0,93.769,93.843,93.765
0 days 01:28:50.894000,GAS,0 days 00:01:33.138000,17.0,1.0,MEDIUM,17.0,Alpine,Silverstone,20.1,63.0,1001.4,False,27.9,222,2.2,93.138,74.36538461538461,3782.022,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,1891.011,1,2,3,15,0.8333333333333334,2,30.455718291920043,0.4646543788134524,0.6,49.5,3.5,0.5780967888352812,0.8635690771690322,1.0,93.535,93.769,93.71566666666668
0 days 01:30:24.185000,GAS,0 days 00:01:33.291000,18.0,1.0,MEDIUM,18.0,Alpine,Silverstone,20.1,64.0,1001.5,False,28.3,229,2.4,93.291,72.26923076923077,4005.88,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,2002.94,1,2,3,15,0.8333333333333334,2,30.75590318409325,0.519694972207764,0.6,49.5,3.5,0.31341658998877225,0.3655715736590936,1.0,93.138,93.535,93.48066666666666
0 days 01:31:57.384000,GAS,0 days 00:01:33.199000,19.0,1.0,MEDIUM,19.0,Alpine,Silverstone,20.1,64.0,1001.4,False,28.9,239,3.4,93.199,70.17307692307692,4217.956,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,2108.978,1,2,3,15,0.8333333333333334,2,30.879272820220606,0.6430030785217667,0.6,49.5,3.5,0.39958271004165885,0.5902474373220412,1.0,93.291,93.138,93.32133333333333
0 days 01:33:30.632000,GAS,0 days 00:01:33.248000,20.0,1.0,MEDIUM,20.0,Alpine,Silverstone,20.3,64.0,1001.2,False,29.3,217,2.7,93.248,68.07692307692307,4441.814,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,2220.907,1,2,3,15,0.8333333333333334,2,29.312706245279646,1.0773680207107796,0.6,49.5,3.5,0.3358288091828291,0.3891045366340654,1.0,93.199,93.291,93.20933333333333
0 days 01:35:03.730000,GAS,0 days 00:01:33.098000,21.0,1.0,MEDIUM,21.0,Alpine,Silverstone,20.2,64.0,1001.4,False,29.4,206,2.0,93.098,65.98076923076923,4665.672,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,2332.836,1,2,3,15,0.8333333333333334,2,29.375014939718653,0.9655769579627609,0.6,49.5,3.5,0.4834529081701178,0.7947988931515663,1.0,93.248,93.199,93.246
0 days 01:36:36.898000,GAS,0 days 00:01:33.168000,22.0,1.0,MEDIUM,22.0,Alpine,Silverstone,20.0,64.0,1001.2,False,29.6,222,1.7,93.168,63.88461538461538,4889.53,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,2444.765,1,2,3,15,0.8333333333333334,2,29.779777156147937,0.9983110830223948,0.6,49.5,3.5,0.3167667013073471,0.33886631622835006,1.0,93.098,93.248,93.18166666666667
0 days 01:38:09.744000,GAS,0 days 00:01:32.846000,23.0,1.0,MEDIUM,23.0,Alpine,Silverstone,20.2,64.0,1001.4,False,29.6,204,2.5,92.846,61.78846153846153,5113.388,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,2556.694,1,2,3,15,0.8333333333333334,2,29.853341189971268,1.033953802976205,0.6,49.5,3.5,0.37157345509579115,0.478142832710349,1.0,93.168,93.098,93.17133333333334
0 days 01:39:42.908000,GAS,0 days 00:01:33.164000,24.0,1.0,MEDIUM,24.0,Alpine,Silverstone,20.4,63.0,1001.4,False,29.7,202,1.3,93.164,59.69230769230769,5337.246,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,2668.623,1,2,3,15,0.8333333333333334,2,29.66650867478613,1.1165391672868135,0.6,49.5,3.5,0.43654478739749175,0.5099486255910648,1.0,92.846,93.168,93.03733333333334
0 days 01:41:16.006000,GAS,0 days 00:01:33.098000,25.0,1.0,MEDIUM,25.0,Alpine,Silverstone,20.5,62.0,1001.4,False,31.4,240,1.1,93.098,57.59615384615385,5561.104,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,2780.552,1,2,3,15,0.8333333333333334,2,29.836956396865606,1.1651620518007964,0.6,49.5,3.5,0.48711694561480134,0.6172978381630299,1.0,93.164,92.846,93.05933333333333
0 days 01:42:49.249000,GAS,0 days 00:01:33.243000,26.0,1.0,MEDIUM,26.0,Alpine,Silverstone,20.5,63.0,1001.4,False,31.7,220,2.0,93.243,55.5,5784.962,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,2892.481,1,2,3,15,0.8333333333333334,2,29.567898579127117,1.174136037516389,0.6,49.5,3.5,0.3812427951082699,0.5539209101898391,1.0,93.098,93.164,93.036
0 days 01:44:22.237000,GAS,0 days 00:01:32.988000,27.0,1.0,MEDIUM,27.0,Alpine,Silverstone,20.8,62.0,1001.4,False,32.4,209,1.2,92.988,53.40384615384615,5997.0380000000005,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,2998.5190000000002,1,2,3,15,0.8333333333333334,2,29.267633769719232,1.589897408244119,0.6,49.5,3.5,0.28282777408812565,0.32937080531043145,1.0,93.243,93.098,93.16833333333334
0 days 01:45:55.492000,GAS,0 days 00:01:33.255000,28.0,1.0,MEDIUM,28.0,Alpine,Silverstone,20.8,62.0,1001.4,False,32.8,192,2.2,93.255,51.30769230769231,6220.896,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,3110.448,1,2,3,15,0.8333333333333334,2,28.31190268066083,1.8750435765662334,0.6,49.5,3.5,0.32368551855326877,0.40443669996887455,1.0,92.988,93.243,93.10966666666667
0 days 01:47:28.775000,GAS,0 days 00:01:33.283000,29.0,1.0,MEDIUM,29.0,Alpine,Silverstone,21.0,61.0,1001.4,False,33.3,212,1.6,93.283,49.21153846153846,6432.972,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,3216.486,1,2,3,15,0.8333333333333334,2,27.6143080140417,2.346325440959197,0.6,49.5,3.5,0.2949841225034877,0.3478743012500872,1.0,93.255,92.988,93.16199999999999
0 days 01:49:02.074000,GAS,0 days 00:01:33.299000,30.0,1.0,MEDIUM,30.0,Alpine,Silverstone,21.0,61.0,1001.4,False,32.7,195,1.8,93.299,47.11538461538461,6645.048,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,3322.524,1,2,3,15,0.8333333333333334,2,27.725497580605612,2.916819298725052,0.6,49.5,3.5,0.33884937836983925,0.46175133542227664,1.0,93.283,93.255,93.17533333333331
0 days 02:12:27.387000,GAS,0 days 00:01:31.539000,42.0,2.0,SOFT,14.0,Alpine,Silverstone,21.3,62.0,1001.0,False,29.9,200,1.7,91.539,26.573076923076925,9307.78,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,4653.89,1,2,3,15,0.8333333333333334,3,31.212705783593506,1.1218215858260039,0.6,49.5,3.5,0.30049815866167406,0.3458346626564309,1.0,91.827,92.823,92.54333333333334
0 days 02:13:59.035000,GAS,0 days 00:01:31.648000,43.0,2.0,SOFT,15.0,Alpine,Silverstone,21.4,61.0,1001.0,False,30.7,177,1.7,91.648,24.47692307692307,9519.856,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,4759.928,1,2,3,15,0.8333333333333334,3,31.174716027231405,2.2676275440526776,0.6,49.5,3.5,0.3361918955047327,0.3817616455699226,1.0,91.539,91.827,92.06299999999999
0 days 02:15:31.897000,GAS,0 days 00:01:32.862000,44.0,2.0,SOFT,16.0,Alpine,Silverstone,21.4,58.0,1001.0,False,30.9,215,2.2,92.862,22.380769230769232,9720.15,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,4860.075,1,2,3,15,0.8333333333333334,3,33.11907786181203,1.8656166969433783,0.6,49.5,3.5,0.7702448341118676,1.1003524461479308,1.0,91.648,91.539,91.67133333333334
0 days 02:17:08.562000,GAS,0 days 00:01:36.665000,45.0,2.0,SOFT,17.0,Alpine,Silverstone,21.4,57.0,1001.0,False,30.4,212,2.0,96.665,20.28461538461538,9979.354,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,4989.677,1,2,3,15,0.8333333333333334,3,30.56153296982253,1.2479176918946597,0.6,49.5,3.5,0.32176944716366596,0.3598516655569397,1.0,92.862,91.648,92.01633333333332
0 days 01:08:30.727000,HAM,0 days 00:01:33.086000,4.0,1.0,MEDIUM,4.0,Mercedes,Silverstone,21.4,55.0,1001.2,False,29.3,201,3.0,93.086,101.61538461538461,789.394,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,394.697,1,2,3,15,0.8333333333333334,2,31.7974769777978,0.7526095016869657,0.6,49.5,3.5,0.28032824335958084,0.3281585337782854,1.0,93.662,94.361,96.229
0 days 01:10:04.445000,HAM,0 days 00:01:33.718000,5.0,1.0,MEDIUM,5.0,Mercedes,Silverstone,21.4,55.0,1001.2,False,29.3,221,3.4,93.718,99.51923076923077,1025.034,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,512.517,1,2,3,15,0.8333333333333334,2,32.65290089241095,0.3836432515349423,0.6,49.5,3.5,0.3410158722839847,0.4044954242970726,1.0,93.086,93.662,93.70300000000002
0 days 01:11:39.001000,HAM,0 days 00:01:34.556000,6.0,1.0,MEDIUM,6.0,Mercedes,Silverstone,21.4,55.0,1001.2,False,29.5,183,3.4,94.556,97.42307692307692,1260.674,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,630.337,1,2,3,15,0.8333333333333334,2,33.46977923122172,0.2529335395906783,0.6,49.5,3.5,0.3576357542530312,0.4520450945287587,1.0,93.718,93.086,93.48866666666667
0 days 01:13:12.329000,HAM,0 days 00:01:33.328000,7.0,1.0,MEDIUM,7.0,Mercedes,Silverstone,21.4,54.0,1001.2,False,29.3,198,4.0,93.328,95.32692307692308,1484.532,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,742.266,1,2,3,15,0.8333333333333334,2,31.214324339149208,1.117129539975247,0.6,49.5,3.5,0.32417622802338064,0.38552517047561374,1.0,94.556,93.718,93.78666666666668
0 days 01:14:45.812000,HAM,0 days 00:01:33.483000,8.0,1.0,MEDIUM,8.0,Mercedes,Silverstone,21.5,55.0,1001.4,False,29.1,201,3.5,93.483,93.23076923076923,1720.172,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,860.086,1,2,3,15,0.8333333333333334,2,29.328556793205376,0.8427598683614884,0.6,49.5,3.5,0.42182801925597013,0.613548830963429,1.0,93.328,94.556,93.86733333333332
0 days 01:16:19.143000,HAM,0 days 00:01:33.331000,9.0,1.0,MEDIUM,9.0,Mercedes,Silverstone,21.3,55.0,1001.2,False,29.1,201,3.5,93.331,91.13461538461539,1955.812,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,977.906,1,2,3,15,0.8333333333333334,2,29.87457792955909,0.7618418406476664,0.6,49.5,3.5,0.32927627742853455,0.3525778329712459,1.0,93.483,93.328,93.789
