Time,Driver,LapTime,LapNumber,Stint,Compound,TyreLife,Team,Location,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed,LapTime_Sec,FuelLoad,Track_Evolution_Physics,Traction_1_5,Asphalt_Grip_1_5,Asphalt_Abrasion_1_5,Track_Evolution_1_5,Tyre_Stress_1_5,Braking_1_5,Lateral_1_5,Downforce_1_5,Min_Pressure_Front_PSI,Min_Pressure_Rear_PSI,Compound_Hard,Compound_Medium,Compound_Soft,Circuit_Length_KM,Total_Laps,Cumulative_Field_Dist_KM,Compound_Hard_Int,Compound_Medium_Int,Compound_Soft_Int,Wear_Severity_Index,Track_Flow_Type,Compound_Int,E_lap,Gap_To_Car_Ahead,Grip_Aero_Balance,Total_Min_Pressure,Pressure_Delta,LatOffset_Mean,LatOffset_Std,Lap_Gap,Prev_LapTime,Lag_2,Rolling_Avg_3
0 days 02:25:58.443000,NOR,0 days 00:01:31.077000,51.0,2.0,HARD,18.0,McLaren,Silverstone,21.7,54.0,1001.0,False,30.2,203,3.7,91.077,8.126923076923077,11051.516,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,5525.758,1,2,3,15,0.8333333333333334,1,29.549071279933674,1.8079735823529217,0.6,49.5,3.5,0.30791461161318134,0.33412419787897124,1.0,91.56,91.02,91.31333333333333
0 days 02:27:29.694000,NOR,0 days 00:01:31.251000,52.0,2.0,HARD,19.0,McLaren,Silverstone,21.8,52.0,1001.0,False,29.8,193,4.8,91.251,6.0307692307692236,11251.81,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,5625.905,1,2,3,15,0.8333333333333334,1,28.77644064956263,2.1563880088715783,0.6,49.5,3.5,0.31148170566430233,0.389777070921478,1.0,91.077,91.56,91.219
0 days 01:08:34.754000,OCO,0 days 00:01:33.941000,4.0,1.0,SOFT,4.0,Alpine,Silverstone,21.4,55.0,1001.2,False,29.3,201,3.0,93.941,101.61538461538461,836.522,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,418.261,1,2,3,15,0.8333333333333334,3,30.947465673086363,0.4240535317651848,0.6,49.5,3.5,0.35987771254276724,0.4380955389340553,1.0,94.113,95.23,97.28633333333335
0 days 01:10:08.700000,OCO,0 days 00:01:33.946000,5.0,1.0,SOFT,5.0,Alpine,Silverstone,21.4,55.0,1001.2,False,29.3,221,3.4,93.946,99.51923076923077,1072.162,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,536.081,1,2,3,15,0.8333333333333334,3,29.698323055773905,0.5127938127925664,0.6,49.5,3.5,0.26677789138791574,0.29503713027319683,1.0,93.941,94.113,94.428
0 days 01:11:43.081000,OCO,0 days 00:01:34.381000,6.0,1.0,SOFT,6.0,Alpine,Silverstone,21.4,55.0,1001.2,False,29.5,183,3.4,94.381,97.42307692307692,1307.802,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,653.901,1,2,3,15,0.8333333333333334,3,29.54140179354441,0.5601763404176594,0.6,49.5,3.5,0.35887055567495413,0.46187814575634134,1.0,93.946,93.941,94.0
0 days 01:13:17.427000,OCO,0 days 00:01:34.346000,7.0,1.0,SOFT,7.0,Alpine,Silverstone,21.4,55.0,1001.2,False,29.2,190,4.0,94.346,95.32692307692308,1543.442,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,771.721,1,2,3,15,0.8333333333333334,3,28.25972925504838,0.6580885213813613,0.6,49.5,3.5,0.2700255961815471,0.31137599734099675,1.0,94.381,93.946,94.08933333333334
0 days 01:14:51.459000,OCO,0 days 00:01:34.032000,8.0,1.0,SOFT,8.0,Alpine,Silverstone,21.5,55.0,1001.4,False,29.1,201,3.5,94.032,93.23076923076923,1779.082,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,889.541,1,2,3,15,0.8333333333333334,3,27.869269532144603,0.878794681387618,0.6,49.5,3.5,0.3967869960471076,0.5225302157707838,1.0,94.346,94.381,94.22433333333333
0 days 01:08:37.188000,PER,0 days 00:01:34.339000,4.0,1.0,MEDIUM,4.0,Red Bull Racing,Silverstone,21.4,55.0,1001.2,False,29.3,201,3.0,94.339,101.61538461538461,871.868,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,435.934,1,2,3,15,0.8333333333333334,2,33.518987020563515,0.3152707219961195,0.6,49.5,3.5,0.3346859811385759,0.4143973606169301,1.0,94.38,95.482,97.96499999999999
0 days 01:10:11.261000,PER,0 days 00:01:34.073000,5.0,1.0,MEDIUM,5.0,Red Bull Racing,Silverstone,21.4,55.0,1001.2,False,29.3,221,3.4,94.073,99.51923076923077,1095.726,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,547.863,1,2,3,15,0.8333333333333334,2,31.060826886406815,1.0771568548474975,0.6,49.5,3.5,0.3000187416148171,0.34089405356624464,1.0,94.339,94.38,94.73366666666665
0 days 01:11:44.932000,PER,0 days 00:01:33.671000,6.0,1.0,MEDIUM,6.0,Red Bull Racing,Silverstone,21.4,55.0,1001.2,False,29.5,183,3.4,93.671,97.42307692307692,1319.584,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,659.792,1,2,3,15,0.8333333333333334,2,33.048746360020914,0.9446895432936168,0.6,49.5,3.5,0.25403586386188903,0.2965472750432217,1.0,94.073,94.339,94.26400000000001
0 days 01:13:18.851000,PER,0 days 00:01:33.919000,7.0,1.0,MEDIUM,7.0,Red Bull Racing,Silverstone,21.4,55.0,1001.2,False,29.2,190,4.0,93.919,95.32692307692308,1555.224,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,777.612,1,2,3,15,0.8333333333333334,2,28.85816891424392,1.331950182762322,0.6,49.5,3.5,0.3091129591062282,0.38476800127238037,1.0,93.671,94.073,94.02766666666668
0 days 01:14:52.419000,PER,0 days 00:01:33.568000,8.0,1.0,MEDIUM,8.0,Red Bull Racing,Silverstone,21.5,55.0,1001.4,False,29.1,201,3.5,93.568,93.23076923076923,1790.864,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,895.432,1,2,3,15,0.8333333333333334,2,29.407363385271246,1.0552038482639492,0.6,49.5,3.5,0.4717509754675573,0.6453762884291381,1.0,93.919,93.671,93.88766666666668
0 days 01:16:25.690000,PER,0 days 00:01:33.271000,9.0,1.0,MEDIUM,9.0,Red Bull Racing,Silverstone,21.3,55.0,1001.2,False,29.1,201,3.5,93.271,91.13461538461539,2026.504,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,1013.252,1,2,3,15,0.8333333333333334,2,32.51764814390496,0.5888231540289536,0.6,49.5,3.5,0.45906574815799445,0.6042866429294272,1.0,93.568,93.919,93.71933333333334
0 days 01:17:59.054000,PER,0 days 00:01:33.364000,10.0,1.0,MEDIUM,10.0,Red Bull Racing,Silverstone,21.3,55.0,1001.2,False,29.2,202,3.7,93.364,89.03846153846153,2250.362,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,1125.181,1,2,3,15,0.8333333333333334,2,29.08965105753549,0.7415448019292533,0.6,49.5,3.5,0.499182471679534,0.8528204261647765,1.0,93.271,93.568,93.58600000000001
0 days 01:19:32.601000,PER,0 days 00:01:33.547000,11.0,1.0,MEDIUM,11.0,Red Bull Racing,Silverstone,21.3,55.0,1001.2,False,29.1,175,3.0,93.547,86.9423076923077,2474.22,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,1237.11,1,2,3,15,0.8333333333333334,2,32.22941489276627,0.8192481879205683,0.6,49.5,3.5,0.30519835333745327,0.37161064940556804,1.0,93.364,93.271,93.401
0 days 01:21:06.030000,PER,0 days 00:01:33.429000,12.0,1.0,MEDIUM,12.0,Red Bull Racing,Silverstone,21.3,55.0,1001.2,False,29.1,187,4.5,93.429,84.84615384615384,2686.296,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,1343.148,1,2,3,15,0.8333333333333334,2,33.208572116469,1.4563342644005115,0.6,49.5,3.5,0.49318890784320146,0.6244663381304856,1.0,93.547,93.364,93.394
0 days 01:22:39.482000,PER,0 days 00:01:33.452000,13.0,1.0,MEDIUM,13.0,Red Bull Racing,Silverstone,21.4,57.0,1001.5,False,28.8,205,4.5,93.452,82.75,2910.154,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,1455.077,1,2,3,15,0.8333333333333334,2,29.034653973539296,1.4436736038152307,0.6,49.5,3.5,0.34810781353839737,0.4342288362269481,1.0,93.429,93.547,93.44666666666667
0 days 01:24:13.233000,PER,0 days 00:01:33.751000,14.0,1.0,MEDIUM,14.0,Red Bull Racing,Silverstone,21.1,60.0,1001.5,False,27.8,229,4.5,93.751,80.65384615384616,3134.012,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,1567.006,1,2,3,15,0.8333333333333334,2,29.96295062035947,1.46585434134785,0.6,49.5,3.5,0.25912278774028846,0.2948622994898639,1.0,93.452,93.429,93.476
0 days 01:25:46.713000,PER,0 days 00:01:33.480000,15.0,1.0,MEDIUM,15.0,Red Bull Racing,Silverstone,20.9,61.0,1001.5,False,27.7,255,2.5,93.48,78.5576923076923,3357.87,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,1678.935,1,2,3,15,0.8333333333333334,2,32.13670759557294,2.1819602763862727,0.6,49.5,3.5,0.3423348108146982,0.401048817889227,1.0,93.751,93.452,93.544
0 days 01:27:19.768000,PER,0 days 00:01:33.055000,16.0,1.0,MEDIUM,16.0,Red Bull Racing,Silverstone,20.5,63.0,1001.5,False,27.8,241,1.8,93.055,76.46153846153845,3569.946,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,1784.973,1,2,3,15,0.8333333333333334,2,32.188169226269125,2.8095825282648925,0.6,49.5,3.5,0.8060198037651097,1.213145081342875,1.0,93.48,93.751,93.56099999999999
0 days 01:28:53.048000,PER,0 days 00:01:33.280000,17.0,1.0,MEDIUM,17.0,Red Bull Racing,Silverstone,20.1,63.0,1001.4,False,27.9,222,2.2,93.28,74.36538461538461,3793.804,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,1896.902,1,2,3,15,0.8333333333333334,2,28.278422133093123,4.761283838199064,0.6,49.5,3.5,0.26280184950695723,0.2971879607845914,1.0,93.055,93.48,93.42866666666667
0 days 01:30:26.147000,PER,0 days 00:01:33.099000,18.0,1.0,MEDIUM,18.0,Red Bull Racing,Silverstone,20.1,64.0,1001.5,False,28.3,229,2.4,93.099,72.26923076923077,4017.662,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,2008.831,1,2,3,15,0.8333333333333334,2,29.069532047114087,4.610889448291314,0.6,49.5,3.5,0.4685269351359788,0.718595124581576,1.0,93.28,93.055,93.27166666666666
0 days 01:31:59.423000,PER,0 days 00:01:33.276000,19.0,1.0,MEDIUM,19.0,Red Bull Racing,Silverstone,20.1,64.0,1001.4,False,28.9,239,3.4,93.276,70.17307692307692,4229.738,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,2114.869,1,2,3,15,0.8333333333333334,2,28.388037063521,4.606001082474255,0.6,49.5,3.5,0.4258075416620037,0.5682651222162579,1.0,93.099,93.28,93.14466666666665
0 days 01:33:32.625000,PER,0 days 00:01:33.202000,20.0,1.0,MEDIUM,20.0,Red Bull Racing,Silverstone,20.3,64.0,1001.2,False,29.3,217,2.7,93.202,68.07692307692307,4453.5960000000005,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,2226.7980000000002,1,2,3,15,0.8333333333333334,2,29.34694385139867,4.709281964926336,0.6,49.5,3.5,0.30896160465043543,0.3674141372148647,1.0,93.276,93.099,93.21833333333332
0 days 01:35:05.858000,PER,0 days 00:01:33.233000,21.0,1.0,MEDIUM,21.0,Red Bull Racing,Silverstone,20.2,64.0,1001.4,False,29.4,206,2.0,93.233,65.98076923076923,4677.454,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,2338.727,1,2,3,15,0.8333333333333334,2,29.132273668993072,4.848177516353173,0.6,49.5,3.5,0.49421594697526927,0.6783421104541062,1.0,93.202,93.276,93.19233333333334
0 days 01:36:38.884000,PER,0 days 00:01:33.026000,22.0,1.0,MEDIUM,22.0,Red Bull Racing,Silverstone,20.0,64.0,1001.2,False,29.6,222,1.7,93.026,63.88461538461538,4901.312,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,2450.656,1,2,3,15,0.8333333333333334,2,29.161845059938663,4.917401790715343,0.6,49.5,3.5,0.3330104588684703,0.42827282097021036,1.0,93.233,93.202,93.23700000000001
0 days 01:38:12.146000,PER,0 days 00:01:33.262000,23.0,1.0,MEDIUM,23.0,Red Bull Racing,Silverstone,20.2,64.0,1001.4,False,29.6,204,2.5,93.262,61.78846153846153,5125.17,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,2562.585,1,2,3,15,0.8333333333333334,2,28.143794789505897,4.954078055965636,0.6,49.5,3.5,0.2987992341229597,0.3380813793010684,1.0,93.026,93.233,93.15366666666667
0 days 01:39:44.872000,PER,0 days 00:01:32.726000,24.0,1.0,MEDIUM,24.0,Red Bull Racing,Silverstone,20.4,63.0,1001.4,False,29.7,202,1.3,92.726,59.69230769230769,5349.028,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,2674.514,1,2,3,15,0.8333333333333334,2,30.205829752773496,4.964410052397335,0.6,49.5,3.5,0.7188533463677799,1.2942365229155994,1.0,93.262,93.026,93.17366666666665
0 days 01:41:17.779000,PER,0 days 00:01:32.907000,25.0,1.0,MEDIUM,25.0,Red Bull Racing,Silverstone,20.5,62.0,1001.4,False,31.4,240,1.1,92.907,57.59615384615385,5572.886,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,2786.443,1,2,3,15,0.8333333333333334,2,29.502309099701556,4.952280684615331,0.6,49.5,3.5,0.3250418952225369,0.3907741024954334,1.0,92.726,93.262,93.00466666666667
0 days 01:42:50.741000,PER,0 days 00:01:32.962000,26.0,1.0,MEDIUM,26.0,Red Bull Racing,Silverstone,20.5,63.0,1001.4,False,31.7,220,2.0,92.962,55.5,5796.744,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,2898.372,1,2,3,15,0.8333333333333334,2,29.078268013189607,4.96578587166524,0.6,49.5,3.5,0.3452106342966052,0.4056029462931969,1.0,92.907,92.726,92.96499999999999
0 days 01:44:23.483000,PER,0 days 00:01:32.742000,27.0,1.0,MEDIUM,27.0,Red Bull Racing,Silverstone,20.8,62.0,1001.4,False,32.4,209,1.2,92.742,53.40384615384615,6008.82,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,3004.41,1,2,3,15,0.8333333333333334,2,29.753868666497596,4.823640343569149,0.6,49.5,3.5,0.321071640289306,0.3981084151971484,1.0,92.962,92.907,92.86500000000001
0 days 02:12:24.496000,PER,0 days 00:01:31.716000,42.0,2.0,SOFT,14.0,Red Bull Racing,Silverstone,21.3,62.0,1001.0,False,29.9,200,1.7,91.716,26.573076923076925,9260.652,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,4630.326,1,2,3,15,0.8333333333333334,3,33.34286258157278,1.0856166173404957,0.6,49.5,3.5,0.28232298385894017,0.329234248508286,1.0,91.391,91.909,91.93433333333333
0 days 02:13:56.501000,PER,0 days 00:01:32.005000,43.0,2.0,SOFT,15.0,Red Bull Racing,Silverstone,21.4,61.0,1001.0,False,30.7,177,1.7,92.005,24.47692307692307,9460.946,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,4730.473,1,2,3,15,0.8333333333333334,3,34.608215849528264,1.3827961396900579,0.6,49.5,3.5,0.6032764928120443,0.9404747363439944,1.0,91.716,91.391,91.67200000000001
0 days 02:15:28.213000,PER,0 days 00:01:31.712000,44.0,2.0,SOFT,16.0,Red Bull Racing,Silverstone,21.4,58.0,1001.0,False,30.9,215,2.2,91.712,22.380769230769232,9673.022,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,4836.511,1,2,3,15,0.8333333333333334,3,29.00990479009551,1.4385607105506268,0.6,49.5,3.5,0.5519015240915932,0.9130830043761632,1.0,92.005,91.716,91.704
0 days 02:16:59.784000,PER,0 days 00:01:31.571000,45.0,2.0,SOFT,17.0,Red Bull Racing,Silverstone,21.4,57.0,1001.0,False,30.4,212,2.0,91.571,20.28461538461538,9885.098,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,4942.549,1,2,3,15,0.8333333333333334,3,32.86379890667307,1.5190280666022444,0.6,49.5,3.5,0.49627990149070533,0.6614424798537417,1.0,91.712,92.005,91.81099999999999
0 days 02:18:31.459000,PER,0 days 00:01:31.675000,46.0,2.0,SOFT,18.0,Red Bull Racing,Silverstone,21.4,58.0,1001.0,False,30.1,199,2.7,91.675,18.18846153846154,10085.392,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,5042.696,1,2,3,15,0.8333333333333334,3,32.63625795059616,1.9465939740675704,0.6,49.5,3.5,0.34037426668204507,0.41542705427960414,1.0,91.571,91.712,91.76266666666668
0 days 02:20:02.964000,PER,0 days 00:01:31.505000,47.0,2.0,SOFT,19.0,Red Bull Racing,Silverstone,21.4,59.0,1001.0,False,30.0,192,2.4,91.505,16.092307692307685,10297.468,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,5148.734,1,2,3,15,0.8333333333333334,3,28.93545545394398,2.3418562462891415,0.6,49.5,3.5,0.378583110783461,0.42820483916093305,1.0,91.675,91.571,91.65266666666666
0 days 02:21:34.173000,PER,0 days 00:01:31.209000,48.0,2.0,SOFT,20.0,Red Bull Racing,Silverstone,21.5,57.0,1001.0,False,29.9,184,3.2,91.209,13.996153846153845,10497.762,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,5248.881,1,2,3,15,0.8333333333333334,3,28.998636168066035,2.521550895331561,0.6,49.5,3.5,0.29909588311011953,0.3414058602610077,1.0,91.505,91.675,91.58366666666666
0 days 02:23:05.533000,PER,0 days 00:01:31.360000,49.0,2.0,SOFT,21.0,Red Bull Racing,Silverstone,21.5,54.0,1001.0,False,29.6,188,3.4,91.36,11.899999999999991,10698.056,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,5349.028,1,2,3,15,0.8333333333333334,3,29.27996288627768,2.5001920818825147,0.6,49.5,3.5,0.2992018268515678,0.35753310839274044,1.0,91.209,91.505,91.46300000000001
0 days 02:24:36.672000,PER,0 days 00:01:31.139000,50.0,2.0,SOFT,22.0,Red Bull Racing,Silverstone,21.6,54.0,1001.0,False,29.7,182,4.0,91.139,9.803846153846152,10898.35,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,5449.175,1,2,3,15,0.8333333333333334,3,29.443217651774997,2.4113881654815827,0.6,49.5,3.5,0.407010932433203,0.5695595074460531,1.0,91.36,91.209,91.358
0 days 02:26:07.586000,PER,0 days 00:01:30.914000,51.0,2.0,SOFT,23.0,Red Bull Racing,Silverstone,21.7,54.0,1001.0,False,30.2,203,3.7,90.914,7.707692307692298,11098.644,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,5549.322,1,2,3,15,0.8333333333333334,3,29.2032469921053,2.4396288222390714,0.6,49.5,3.5,0.5014912522225133,0.6952070779829199,1.0,91.139,91.36,91.23599999999999
0 days 02:27:38.774000,PER,0 days 00:01:31.188000,52.0,2.0,SOFT,24.0,Red Bull Racing,Silverstone,21.8,52.0,1001.0,False,29.8,193,4.8,91.188,5.6115384615384585,11298.938,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,5649.469,1,2,3,15,0.8333333333333334,3,30.782293159313014,2.0928741246438567,0.6,49.5,3.5,0.30652893612710613,0.36507673228078347,1.0,90.914,91.139,91.13766666666668
0 days 01:08:25.652000,PIA,0 days 00:01:32.581000,4.0,1.0,MEDIUM,4.0,McLaren,Silverstone,21.4,55.0,1001.2,False,29.3,201,3.0,92.581,101.61538461538461,730.484,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,365.242,1,2,3,15,0.8333333333333334,2,30.832592031023772,0.935160163999358,0.6,49.5,3.5,0.3735920289372391,0.41366672539768534,1.0,92.499,93.845,94.70566666666666
0 days 01:09:59.113000,PIA,0 days 00:01:33.461000,5.0,1.0,MEDIUM,5.0,McLaren,Silverstone,21.4,55.0,1001.2,False,29.3,221,3.4,93.461,99.51923076923077,966.124,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,483.062,1,2,3,15,0.8333333333333334,2,31.08883943614756,0.5997416541640218,0.6,49.5,3.5,0.3443341467236109,0.37744249323505463,1.0,92.581,92.499,92.97500000000001
0 days 01:11:32.121000,PIA,0 days 00:01:33.008000,6.0,1.0,MEDIUM,6.0,McLaren,Silverstone,21.4,55.0,1001.2,False,29.5,183,3.4,93.008,97.42307692307692,1201.764,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,600.882,1,2,3,15,0.8333333333333334,2,30.696332463545744,0.6204500257416637,0.6,49.5,3.5,0.2685237021369356,0.2840491232742602,1.0,93.461,92.581,92.847
0 days 01:13:05.411000,PIA,0 days 00:01:33.290000,7.0,1.0,MEDIUM,7.0,McLaren,Silverstone,21.4,54.0,1001.2,False,29.3,198,4.0,93.29,95.32692307692308,1437.404,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,718.702,1,2,3,15,0.8333333333333334,2,30.859819909382285,0.6937571234658967,0.6,49.5,3.5,0.2613086395808714,0.28784896814192196,1.0,93.008,93.461,93.01666666666667
0 days 01:14:38.644000,PIA,0 days 00:01:33.233000,8.0,1.0,MEDIUM,8.0,McLaren,Silverstone,21.5,55.0,1001.4,False,29.1,201,3.5,93.233,93.23076923076923,1673.044,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,836.522,1,2,3,15,0.8333333333333334,2,30.969042206295917,0.920634356942486,0.6,49.5,3.5,0.3524989068359678,0.448048333471354,1.0,93.29,93.008,93.253
0 days 01:16:11.434000,PIA,0 days 00:01:32.790000,9.0,1.0,MEDIUM,9.0,McLaren,Silverstone,21.4,55.0,1001.2,False,29.1,185,3.4,92.79,91.13461538461539,1908.684,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,954.342,1,2,3,15,0.8333333333333334,2,30.674191729797656,1.0268092869160381,0.6,49.5,3.5,0.3014983423522518,0.35036438648581497,1.0,93.233,93.29,93.177
0 days 01:17:44.813000,PIA,0 days 00:01:33.379000,10.0,1.0,MEDIUM,10.0,McLaren,Silverstone,21.3,55.0,1001.2,False,29.2,202,3.7,93.379,89.03846153846153,2144.324,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,1072.162,1,2,3,15,0.8333333333333334,2,29.462830819889927,1.2457359324625863,0.6,49.5,3.5,0.31031272239781754,0.37518712581248403,1.0,92.79,93.233,93.10433333333334
0 days 01:19:17.789000,PIA,0 days 00:01:32.976000,11.0,1.0,MEDIUM,11.0,McLaren,Silverstone,21.3,55.0,1001.2,False,29.1,175,3.0,92.976,86.9423076923077,2368.182,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,1184.091,1,2,3,15,0.8333333333333334,2,28.778505958537934,1.6808793628980268,0.6,49.5,3.5,0.5110169535282443,0.6729731114724231,1.0,93.379,92.79,93.13400000000001
0 days 01:20:51.253000,PIA,0 days 00:01:33.464000,12.0,1.0,MEDIUM,12.0,McLaren,Silverstone,21.3,55.0,1001.2,False,29.1,187,4.5,93.464,84.84615384615384,2592.04,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,1296.02,1,2,3,15,0.8333333333333334,2,28.567128872992328,2.162175464901983,0.6,49.5,3.5,0.27577435816289236,0.31327257982600615,1.0,92.976,93.379,93.04833333333333
0 days 01:22:24.397000,PIA,0 days 00:01:33.144000,13.0,1.0,MEDIUM,13.0,McLaren,Silverstone,21.4,57.0,1001.5,False,28.8,205,4.5,93.144,82.75,2815.898,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,1407.949,1,2,3,15,0.8333333333333334,2,28.697204234493167,2.4205907280936856,0.6,49.5,3.5,0.34030245739968984,0.45251159253951145,1.0,93.464,92.976,93.27299999999998
0 days 01:23:58,PIA,0 days 00:01:33.603000,14.0,1.0,MEDIUM,14.0,McLaren,Silverstone,21.4,58.0,1001.5,False,28.7,191,3.7,93.603,80.65384615384616,3039.756,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,1519.878,1,2,3,15,0.8333333333333334,2,28.168015310360705,2.531930690813988,0.6,49.5,3.5,0.32567299693136786,0.3619856461642532,1.0,93.144,93.464,93.19466666666666
0 days 01:25:31.267000,PIA,0 days 00:01:33.267000,15.0,1.0,MEDIUM,15.0,McLaren,Silverstone,20.9,61.0,1001.5,False,27.7,255,2.5,93.267,78.5576923076923,3263.614,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,1631.807,1,2,3,15,0.8333333333333334,2,28.39802609156289,2.5804711899214303,0.6,49.5,3.5,0.29732366264470494,0.34449725191048114,1.0,93.603,93.144,93.40366666666667
0 days 01:27:04.272000,PIA,0 days 00:01:33.005000,16.0,1.0,MEDIUM,16.0,McLaren,Silverstone,20.7,63.0,1001.5,False,27.7,212,1.8,93.005,76.46153846153845,3487.472,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,1743.736,1,2,3,15,0.8333333333333334,2,28.957319809662486,2.5108870272892454,0.6,49.5,3.5,0.2909161215433996,0.3902050473194498,1.0,93.267,93.603,93.33800000000001
0 days 01:28:37.047000,PIA,0 days 00:01:32.775000,17.0,1.0,MEDIUM,17.0,McLaren,Silverstone,20.1,63.0,1001.4,False,27.9,222,2.2,92.775,74.36538461538461,3711.33,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,1855.665,1,2,3,15,0.8333333333333334,2,28.341131267964624,2.3877424576787383,0.6,49.5,3.5,0.2748468519899417,0.29907303245801353,1.0,93.005,93.267,93.29166666666667
0 days 01:30:10.066000,PIA,0 days 00:01:33.019000,18.0,1.0,MEDIUM,18.0,McLaren,Silverstone,20.1,64.0,1001.2,False,28.3,223,2.0,93.019,72.26923076923077,3935.188,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,1967.594,1,2,3,15,0.8333333333333334,2,28.44926411892939,2.3973335789265953,0.6,49.5,3.5,0.3675128394279856,0.4389984733076693,1.0,92.775,93.005,93.01566666666666
0 days 01:31:42.946000,PIA,0 days 00:01:32.880000,19.0,1.0,MEDIUM,19.0,McLaren,Silverstone,20.1,64.0,1001.4,False,28.9,239,3.4,92.88,70.17307692307692,4159.046,3,3,3,2,5,2,5,4,26.5,23.0,C1,C2,C3,5.891,52,2079.523,1,2,3,15,0.8333333333333334,2,29.017302336700862,2.861318431764357,0.6,49.5,3.5,0.3518298713232151,0.4449262023238245,1.0,93.019,92.775,92.93299999999999
